,city,district,address,object_type,land_type,constructed_date,management,building_type,living_room,bed_room,toilet,compartment,balcony,land,building,parking,parking_type,price_sqm,price_parking,price_total,building_area,land_area,parking_area,latitude,longitude
23532,桃園市,中壢區,六和路38號三樓之2,房地(土地+建物)+車位,住,1999-09-17,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,65736,0,9700000,91.69999999999999,13.79,0.0,24.96483,121.22434
23534,桃園市,中壢區,春德路２５３號四樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,3,2,True,True,1,1,1,坡道機械,93734,800000,11600000,75.05,18.81,17.11,24.99519,121.17297
23535,桃園市,中壢區,春德路255號15樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,3,1,True,True,1,1,1,坡道平面,93705,1500000,8690000,50.040000000000006,11.93,34.16,24.92749,121.2495
23538,桃園市,中壢區,春德路２６３號五樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,3,1,True,True,1,1,1,坡道平面,90736,1500000,9600000,58.2,13.3,28.48,24.95947,121.16846
23539,桃園市,中壢區,春德路２６５號三樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道機械,95303,800000,7760000,47.63999999999999,11.47,17.11,24.99613,121.17614
23540,桃園市,中壢區,春德路２６５號十二樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,93523,1600000,8430000,47.63999999999999,11.47,34.16,24.99613,121.17614
23541,桃園市,中壢區,春德路２６５號十三樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道機械,97768,800000,7940000,47.63999999999999,11.47,17.11,24.99613,121.17614
23542,桃園市,中壢區,春德路２６７號七樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,96801,1550000,8600000,47.48,11.47,34.16,24.94831,121.23507
23543,桃園市,中壢區,春德路277號5樓,房地(土地+建物)+車位,商,2019-11-14,True,套房(1房1廳1衛),1,1,1,True,False,1,1,1,坡道機械,101015,800000,7370000,42.440000000000005,11.47,17.11,24.92749,121.2495
23544,桃園市,中壢區,春德路２７９號五樓,房地(土地+建物)+車位,商,2019-11-14,True,套房(1房1廳1衛),0,1,1,True,False,1,1,1,坡道機械,96332,1000000,5780000,32.32,8.72,17.11,24.95947,121.16846
23547,桃園市,中壢區,春德路２８５號四樓,房地(土地+建物)+車位,商,2019-11-14,True,套房(1房1廳1衛),0,1,1,True,False,1,1,1,坡道機械,106027,800000,6060000,32.31,8.72,17.11,24.99519,121.17311
23550,桃園市,中壢區,春德路285號11樓,房地(土地+建物)+車位,商,2019-11-14,True,套房(1房1廳1衛),0,1,1,True,False,1,1,1,坡道機械,108849,800000,6200000,32.31,8.72,17.11,24.99519,121.17311
23552,桃園市,中壢區,春德路２９１號十五樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,3,1,True,True,1,1,1,坡道平面,94773,1600000,9850000,56.8,14.22,34.16,24.95947,121.16846
23553,桃園市,中壢區,春德路２６５號十五樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道機械,95988,800000,7810000,47.63999999999999,11.47,17.11,24.99613,121.17614
23563,桃園市,中壢區,春德路269號6樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道機械,96088,1000000,8000000,47.5,11.47,17.11,24.99603,121.17611
23565,桃園市,中壢區,長興街１５０巷１２號十一樓,房地(土地+建物)+車位,住,2014-07-21,False,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,69717,1300000,11600000,103.52000000000001,31.29,26.46,24.97268,121.25048
23566,桃園市,中壢區,春德路２６７號十二樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,95977,1500000,8490000,47.48,11.47,34.16,24.94831,121.23507
23567,桃園市,中壢區,春德路２６９號七樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,95402,1500000,8450000,47.5,11.47,34.16,24.99603,121.17611
23568,桃園市,中壢區,春德路２７１號二樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道機械,102575,800000,7850000,44.809999999999995,11.47,17.11,24.99598,121.1761
23569,桃園市,中壢區,春德路２７１號七樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道機械,94458,1000000,7800000,46.96999999999999,11.47,17.11,24.99598,121.1761
23570,桃園市,中壢區,春德路２７１號十二樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,95833,1600000,8500000,46.96999999999999,11.47,34.16,24.99598,121.1761
23571,桃園市,中壢區,春德路２７３號二樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,3,2,True,True,1,1,1,坡道平面,87900,1550000,11350000,72.66999999999999,18.81,34.16,24.99594,121.17609
23573,桃園市,中壢區,春德路２６５號四樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道機械,95303,800000,7760000,47.63999999999999,11.47,17.11,24.99613,121.17614
23574,桃園市,中壢區,春德路２６７號十五樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道機械,96114,1000000,8000000,47.48,11.47,17.11,24.95947,121.16846
23575,桃園市,中壢區,春德路２６９號二樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,101061,1600000,8650000,45.48,11.47,34.16,24.99603,121.17611
23577,桃園市,中壢區,春德路２８９號十五樓,房地(土地+建物)+車位,商,2019-11-14,True,套房(1房1廳1衛),1,1,1,True,False,1,1,2,坡道機械,100743,1800000,8040000,40.410000000000004,11.47,34.22,24.95947,121.16846
23579,桃園市,中壢區,春德路２５９號八樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,3,1,True,True,1,1,1,坡道平面,95765,1500000,9550000,54.81999999999999,13.3,34.16,25.01818,121.17913
23580,桃園市,桃園區,經國路320號五樓,房地(土地+建物)+車位,住,2000-03-04,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,2,坡道平面,59068,0,21000000,236.74,34.41,0.0,25.0231,121.30298
23584,桃園市,桃園區,中埔二街５８號十一樓,房地(土地+建物)+車位,住,2003-11-21,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,77562,0,9900000,82.12,9.59,0.0,25.01079,121.29657
23586,桃園市,桃園區,力行路３８５巷２１號十三樓,房地(土地+建物)+車位,住,2017-08-21,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,4,1,1,坡道平面,81178,1850000,12300000,87.59,22.17,24.03,25.00292,121.30488
23587,桃園市,桃園區,力行路３８５巷２３號十四樓,房地(土地+建物)+車位,住,2017-08-21,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,4,1,2,坡道平面,78303,3600000,13680000,87.59,22.6,46.84,25.00294,121.30482
23589,桃園市,桃園區,大華二街１６號九樓,房地(土地+建物)+車位,住,1996-01-30,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,51259,0,7550000,94.57000000000001,22.88,0.0,25.00066,121.30826
23591,桃園市,桃園區,埔新路１３６號十二樓,房地(土地+建物)+車位,商,2006-08-29,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,58235,0,6980000,63.669999999999995,11.69,33.78,25.00281,121.30526
23595,桃園市,桃園區,大業路一段335之1號五樓  大業路一段341號,房地(土地+建物)+車位,住,2006-01-25,True,華廈(10層含以下有電梯),2,2,1,True,True,1,2,1,坡道平面,66196,0,7400000,62.47,18.62,0.0,25.01181,121.31235
23596,桃園市,桃園區,新埔三街３８巷１８號四樓,房地(土地+建物)+車位,住,2018-05-29,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,64195,3500000,11880000,88.17,25.97,67.4,25.01081,121.30366
23597,桃園市,桃園區,大有路５１８號十九樓,房地(土地+建物)+車位,住,1995-04-19,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,2,1,坡道平面,43771,0,5000000,99.14,9.19,0.0,25.01352,121.31886
23598,桃園市,桃園區,經國路１９８巷２３之２號三樓,房地(土地+建物)+車位,住,2019-10-01,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,84758,1800000,13200000,91.31,33.41,35.58,25.01707,121.30559
23599,桃園市,桃園區,經國路１９８巷２７之５號十五樓,房地(土地+建物)+車位,住,2019-10-01,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,81313,1700000,11560000,82.34,30.11,35.58,25.01707,121.30559
23600,桃園市,桃園區,經國路１９８巷２７之３號六樓,房地(土地+建物)+車位,住,2019-10-01,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,76241,1700000,8580000,61.32,22.51,35.58,25.01707,121.30559
23606,桃園市,桃園區,新埔七街１１８巷３３號五樓,房地(土地+建物)+車位,住,1991-08-01,True,華廈(10層含以下有電梯),2,3,2,True,True,2,1,1,坡道平面,49311,0,6800000,106.74000000000001,31.54,0.0,25.02132,121.30137
23608,桃園市,桃園區,民有東路１０之３號,房地(土地+建物)+車位,住,2004-11-27,True,住宅大樓(11層含以上有電梯),1,2,2,True,True,1,1,1,坡道平面,60834,0,9950000,106.16,38.73,25.85,25.01507,121.31893
23610,桃園市,桃園區,中華路５８之２號十樓,房地(土地+建物)+車位,商,2018-09-10,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,115210,1750000,13150000,68.89999999999999,11.96,33.51,24.99081,121.31017
23611,桃園市,桃園區,文中三路７６號七樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,78723,1600000,10080000,73.58,17.24,26.57,25.01569,121.13468
23612,桃園市,桃園區,文中三路３６號三樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,76390,1600000,7220000,50.300000000000004,11.95,26.57,25.06046,121.36195
23613,桃園市,桃園區,文中三路７８號十二樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,70681,1600000,6800000,50.300000000000004,11.95,26.57,24.99613,121.29311
23614,桃園市,桃園區,文中三路２２號二樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,1,True,True,1,1,1,坡道平面,74801,1600000,9300000,70.36,16.53,26.57,24.99663,121.28863
23615,桃園市,桃園區,文中三路１８號,房地(土地+建物)+車位,住,2019-10-15,True,店面(店鋪),0,0,0,False,True,1,1,1,坡道平面,136775,1600000,23350000,108.59,25.23,26.57,24.9961,121.29468
23616,桃園市,桃園區,文中三路６８號十一樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,72372,1800000,11500000,91.56,21.36,26.57,24.99613,121.29329
23621,桃園市,桃園區,廈門街８７號,房地(土地+建物)+車位,住,2014-09-10,True,店面(店鋪),0,0,0,False,False,1,1,1,坡道平面,167247,1200000,24270000,93.92,21.44,30.3,24.99439,121.29719
23622,桃園市,桃園區,樹林七街２１巷５號六樓,房地(土地+建物)+車位,住,1991-04-20,True,華廈(10層含以下有電梯),2,3,2,True,True,3,1,1,坡道平面,38134,0,5680000,114.04999999999998,30.13,0.0,24.97935,121.31655
23624,桃園市,桃園區,中正路1050號五樓,房地(土地+建物)+車位,商,2018-04-03,True,辦公商業大樓,0,0,0,False,True,1,1,1,坡道平面,89400,0,9800000,42.839999999999996,11.43,0.0,25.01385,121.30003
23625,桃園市,桃園區,力行路４６９巷５２號十四樓,房地(土地+建物)+車位,住,2018-09-12,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,79501,1120000,11250000,86.9,22.42,39.91,25.0027,121.30391
23626,桃園市,桃園區,文中二路１９之２號十一樓,房地(土地+建物)+車位,住,2019-05-20,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,74009,1850000,11150000,84.94999999999999,22.6,44.33,24.99647,121.28976
23627,桃園市,桃園區,保定三街８９巷６９號六樓,房地(土地+建物)+車位,住,2019-10-28,True,華廈(10層含以下有電梯),2,2,1,True,True,1,1,1,坡道平面,64293,1800000,7200000,57.59,21.84,34.15,24.99808,121.29807
23630,桃園市,桃園區,正光路８６巷１７號十二樓,房地(土地+建物)+車位,住,2018-07-09,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,69109,1700000,10000000,82.24000000000001,27.07,37.63,24.99192,121.29491
23631,桃園市,桃園區,正光路８６巷１５號十一樓,房地(土地+建物)+車位,住,2018-07-09,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,73689,1700000,10550000,82.24000000000001,27.07,37.63,24.99186,121.2949
23632,桃園市,桃園區,長春路38之1號五樓,房地(土地+建物)+車位,住,2019-03-21,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,63861,2900000,13050000,95.73,22.91,52.94,25.00083,121.3058
23633,桃園市,桃園區,長春路36之2號四樓,房地(土地+建物)+車位,住,2019-03-21,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,65310,1400000,12280000,113.02000000000001,26.86,26.47,25.0007,121.30589
23634,桃園市,桃園區,民有東路６巷１８號,房地(土地+建物)+車位,住,2004-11-27,True,透天厝,3,3,3,True,True,1,1,1,坡道平面,63364,0,14900000,156.84,63.44,0.0,25.01509,121.31905
23635,桃園市,桃園區,藝文一街10號26樓,房地(土地+建物)+車位,商,2015-03-03,True,住宅大樓(11層含以上有電梯),2,3,4,True,True,1,1,3,坡道平面,91104,0,42880000,230.70000000000002,36.33,123.34,25.01359,121.30183
23636,桃園市,桃園區,保定三街８９巷５５號八樓,房地(土地+建物)+車位,住,2019-10-28,True,華廈(10層含以下有電梯),2,2,1,True,True,1,1,1,坡道平面,66709,1700000,8000000,64.74,24.53,34.15,24.99808,121.29807
23638,桃園市,桃園區,同安街６３１號,房地(土地+建物)+車位,住,1994-05-02,True,華廈(10層含以下有電梯),2,2,1,True,False,1,1,1,坡道平面,53243,0,6050000,70.67999999999999,19.7,0.0,25.02467,121.29666
23639,桃園市,桃園區,保定三街８９巷５７號六樓,房地(土地+建物)+車位,住,2019-10-28,True,華廈(10層含以下有電梯),2,2,1,True,True,1,1,1,坡道平面,66497,1700000,7980000,64.74,24.53,34.15,24.99808,121.29807
23640,桃園市,桃園區,保定三街８９巷５９號三樓,房地(土地+建物)+車位,住,2019-10-28,True,華廈(10層含以下有電梯),2,2,1,True,True,1,1,1,坡道平面,63077,1700000,7580000,63.879999999999995,24.19,34.15,24.93293,121.23287
23641,桃園市,桃園區,保定三街８９巷５９號四樓,房地(土地+建物)+車位,住,2019-10-28,True,華廈(10層含以下有電梯),2,2,1,True,True,1,1,1,坡道平面,63077,1700000,7580000,63.879999999999995,24.19,34.15,24.93293,121.23287
23642,桃園市,桃園區,保定三街８９巷７５號二樓,房地(土地+建物)+車位,住,2019-10-28,True,華廈(10層含以下有電梯),2,2,1,True,True,1,1,1,坡道平面,60483,1700000,6780000,57.59,21.84,34.15,24.99808,121.29807
23645,桃園市,桃園區,龍泉二街４１號二樓,房地(土地+建物)+車位,商,2013-10-23,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,53498,0,8250000,88.30999999999999,13.01,27.63,24.98065,121.27076
23648,桃園市,桃園區,宏昌五街１１號四樓,房地(土地+建物)+車位,住,1995-06-24,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,1,坡道機械,46551,0,6660000,112.88000000000001,28.04,0.0,24.98796,121.29381
23649,桃園市,桃園區,愛七街８９號十五樓,房地(土地+建物)+車位,住,2012-07-26,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道機械,42090,0,7500000,89.92,19.92,50.0,25.00282,121.29863
23650,桃園市,桃園區,民光東路４３巷３５號三樓,房地(土地+建物)+車位,住,2018-02-06,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,61711,900000,9600000,95.69,29.93,48.94,25.00723,121.31515
23651,桃園市,桃園區,龍泉六街196號九樓,房地(土地+建物)+車位,住,2013-06-07,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,47204,0,6280000,64.1,15.68,41.53,24.98338,121.26873
23653,桃園市,桃園區,敬三街１９９巷８號六樓,房地(土地+建物)+車位,住,1999-01-26,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,1,坡道平面,58114,0,7520000,79.92,18.29,0.0,25.02229,121.28948
23655,桃園市,桃園區,大業路二段２１０號十二樓之２,房地(土地+建物)+車位,住,2011-05-02,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,51903,0,9000000,91.81,22.24,45.3,25.0204,121.31049
23659,桃園市,中壢區,春德路２５９號四樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,3,1,True,True,1,1,1,坡道平面,94337,1600000,9530000,54.81999999999999,13.3,36.58,24.99519,121.173
23660,桃園市,中壢區,春德路２９５號十四樓,房地(土地+建物)+車位,商,2019-11-14,True,套房(1房1廳1衛),0,1,1,True,False,1,1,1,坡道機械,100091,800000,5200000,28.66,7.8,17.11,24.99519,121.17316
23661,桃園市,中壢區,春德路２５９號十樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,3,1,True,True,1,1,1,坡道機械,103498,800000,9500000,54.81999999999999,13.3,17.11,25.01818,121.17913
23662,桃園市,中壢區,春德路２５９號十三樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,3,1,True,True,1,1,1,坡道平面,96836,1500000,9640000,54.81999999999999,13.3,34.16,25.01818,121.17913
23663,桃園市,中壢區,春德路２６５號十一樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道機械,96946,1000000,8080000,47.63999999999999,11.47,17.11,24.99613,121.17614
23667,桃園市,中壢區,春德路２７５號四樓,房地(土地+建物)+車位,商,2019-11-14,True,住宅大樓(11層含以上有電梯),1,3,1,True,True,1,1,1,坡道機械,92363,800000,8830000,56.58,14.22,17.11,24.99519,121.17307
23668,桃園市,中壢區,春德路２８５號五樓,房地(土地+建物)+車位,商,2019-11-14,True,套房(1房1廳1衛),0,1,1,True,False,1,1,1,坡道機械,105825,1000000,6250000,32.31,8.72,17.11,24.95947,121.16846
23669,桃園市,中壢區,春德路295號12樓,房地(土地+建物)+車位,商,2019-11-14,True,套房(1房1廳1衛),0,1,1,True,False,1,1,1,坡道機械,100091,800000,5200000,28.66,7.8,17.11,24.99519,121.17316
23672,桃園市,中壢區,松勇路６８號６樓,房地(土地+建物)+車位,住,2018-06-05,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,2,1,坡道平面,63202,1250000,9520000,86.52,34.98,28.62,24.95932,121.1671
