,city,district,address,object_type,land_type,constructed_date,management,building_type,living_room,bed_room,toilet,compartment,balcony,land,building,parking,parking_type,price_sqm,price_parking,price_total,building_area,land_area,parking_area,latitude,longitude
19313,桃園市,桃園區,民富十一街43號六樓,房地(土地+建物)+車位,住,1995-12-27,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,1,升降機械,38013,0,4500000,89.00999999999999,23.06,0.0,25.01124,121.31644
19314,桃園市,桃園區,經國一路31號十一樓,房地(土地+建物)+車位,商,2016-11-02,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,84169,1450000,11600000,82.52999999999999,14.75,28.37,25.02923,121.29869
19315,桃園市,桃園區,經國一路57號十四樓,房地(土地+建物)+車位,商,2016-11-02,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,76592,1350000,11850000,92.94,16.59,28.37,25.02884,121.29886
19316,桃園市,桃園區,經國一路25號九樓,房地(土地+建物)+車位,商,2016-11-02,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,77068,1550000,12600000,97.78999999999999,17.2,28.37,25.02908,121.29873
19317,桃園市,桃園區,中埔一街３６２號十三樓,房地(土地+建物)+車位,商,2010-05-13,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,2,1,1,坡道平面,72536,0,17500000,151.45000000000002,25.56,27.83,25.01899,121.29325
19319,桃園市,桃園區,大業路二段２１２號七樓之２,房地(土地+建物)+車位,住,2011-05-02,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,55147,0,9000000,84.36999999999999,20.53,45.3,25.02044,121.31048
19322,桃園市,中壢區,新興路230巷26號十二樓,房地(土地+建物)+車位,住,2011-09-05,True,住宅大樓(11層含以上有電梯),2,2,2,True,True,1,1,1,坡道平面,62618,0,8280000,61.68,11.07,0.0,24.95374,121.22835
19325,桃園市,中壢區,榮安一街４１０號十樓,房地(土地+建物)+車位,住,2003-07-10,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,37749,0,6700000,107.57,33.16,0.0,24.96542,121.25544
19331,桃園市,中壢區,中園路32之1號十八樓,房地(土地+建物)+車位,住,2010-05-22,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,52687,0,7000000,83.13,10.35,23.31,24.96581,121.23704
19332,桃園市,中壢區,龍興路606號,房地(土地+建物)+車位,住,2016-07-01,True,店面(店鋪),0,0,0,False,False,1,1,1,坡道平面,101334,1400000,11500000,63.78,20.44,37.71,24.9444,121.24482
19333,桃園市,中壢區,高鐵站前東路二段160號十五樓,房地(土地+建物)+車位,住,2017-12-20,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,90848,1700000,18000000,119.33,36.09,38.69,25.00841,121.22203
19337,桃園市,中壢區,高鐵站前東路二段162號八樓,房地(土地+建物)+車位,住,2017-12-20,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,88515,1500000,19750000,137.14000000000001,41.37,38.69,25.00832,121.22213
19338,桃園市,桃園區,正光路318號8樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,94634,3000000,23650000,143.65,36.26,46.1,24.99894,121.29535
19339,桃園市,桃園區,正光路302號11樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,2,2,True,True,1,1,2,坡道平面,95505,3000000,17150000,98.39,24.53,46.1,24.99858,121.29531
19340,桃園市,桃園區,正光路316號3樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,92542,1700000,19170000,122.16,31.92,23.05,24.99875,121.29541
19341,桃園市,桃園區,正光路316號12樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,97462,3400000,22520000,129.37,32.57,46.1,24.99875,121.29541
19342,桃園市,桃園區,正光路318號17樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,96787,3000000,24120000,143.65,36.26,46.1,24.99894,121.29535
19343,桃園市,桃園區,正光路318號19樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,94404,3400000,24000000,143.65,36.26,46.1,24.99894,121.29535
19344,桃園市,桃園區,正光路308號13樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,2,2,True,True,1,1,1,坡道平面,97665,1500000,15970000,98.39,23.94,23.05,24.99859,121.29547
19345,桃園市,桃園區,正光路316號4樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,88756,3000000,20350000,128.67,32.57,46.1,24.99875,121.29541
19346,桃園市,桃園區,正光路316號5樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,84408,3000000,19500000,128.67,32.57,46.1,24.99875,121.29541
19347,桃園市,桃園區,正光路308號9樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,2,2,True,True,1,1,1,坡道平面,92473,1700000,15460000,99.03,23.94,23.05,24.99859,121.29547
19348,桃園市,桃園區,正光路316號6樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,85122,1500000,18200000,129.37,31.98,23.05,24.99875,121.29541
19349,桃園市,桃園區,正光路316號14樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,99494,1700000,21150000,128.67,31.98,23.05,24.99875,121.29541
19350,桃園市,桃園區,正光路318號7樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,93030,3000000,23300000,143.65,36.26,46.1,24.99894,121.29535
19351,桃園市,桃園區,正光路308號11樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,2,2,True,True,1,1,1,坡道平面,93952,1700000,15620000,98.39,23.94,23.05,24.99859,121.29547
19352,桃園市,桃園區,正光路302號3樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,2,2,True,True,1,1,1,坡道平面,105114,1700000,16500000,91.03,23.94,23.05,24.99858,121.29531
19353,桃園市,桃園區,正光路308號12樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,2,2,True,True,1,1,1,坡道平面,97312,1500000,15980000,99.03,23.94,23.05,24.99859,121.29547
19354,桃園市,桃園區,正光路328號9樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,3,坡道平面,91819,5100000,25200000,144.35,36.85,69.15,24.9988,121.29527
19355,桃園市,桃園區,正光路328號14樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,101049,3000000,25050000,143.65,36.26,46.1,24.9988,121.29527
19356,桃園市,桃園區,正光路328號15樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,101366,3600000,25790000,144.35,36.26,46.1,24.9988,121.29527
19360,桃園市,中壢區,永福路１１１１號七樓,房地(土地+建物)+車位,住,2003-06-02,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,36967,0,7000000,114.07,31.55,0.0,24.96742,121.2508
19361,桃園市,中壢區,松信路１０７號十二樓,房地(土地+建物)+車位,住,2019-07-01,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,40747,1200000,5060000,64.91,16.22,33.9,24.96203,121.16489
19362,桃園市,中壢區,松信路１０１號十二樓,房地(土地+建物)+車位,住,2019-07-01,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,48811,1300000,6000000,65.98,16.41,33.9,24.96196,121.16471
19363,桃園市,中壢區,松信路１０３號十二樓,房地(土地+建物)+車位,住,2019-07-01,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,49849,1300000,6100000,65.98,16.41,33.9,24.96193,121.16477
19371,桃園市,大溪區,仁善街２０６號六樓之６,房地(土地+建物)+車位,住,2018-08-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,60059,1400000,6520000,57.81,16.39,36.46,24.91011,121.28156
19372,桃園市,大溪區,仁善街２０８號八樓之７,房地(土地+建物)+車位,住,2018-08-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,59238,1400000,8720000,83.78,23.24,36.46,24.91012,121.28152
19378,桃園市,大溪區,員林路一段3巷43號十七樓,房地(土地+建物)+車位,住,2014-09-26,True,住宅大樓(11層含以上有電梯),2,2,2,True,True,5,1,1,坡道平面,43694,0,8800000,111.8,49.09,0.0,24.89692,121.28432
19380,桃園市,楊梅區,青山三街６１號７樓,房地(土地+建物)+車位,住,1995-01-25,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,1,坡道平面,21112,0,2900000,86.49,23.72,35.16,24.91969,121.17156
19381,桃園市,楊梅區,新農街555號10樓,房地(土地+建物)+車位,住,2005-10-20,True,華廈(10層含以下有電梯),1,2,1,True,True,1,1,1,坡道平面,38371,0,4250000,58.66,13.91,0.0,24.90962,121.1516
19383,桃園市,楊梅區,金山街３６８巷２號十三樓,房地(土地+建物)+車位,住,2017-08-02,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,38441,1150000,4700000,62.84,16.4,31.7,24.91214,121.16232
19386,桃園市,蘆竹區,新福街１３號二樓,房地(土地+建物)+車位,住,2017-10-13,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,59067,0,7150000,66.36,17.84,23.49,25.02463,121.25403
19387,桃園市,蘆竹區,南崁路一段216號十樓之1,房地(土地+建物)+車位,工,2010-06-10,True,住宅大樓(11層含以上有電梯),2,4,3,True,True,1,1,2,坡道平面,62609,0,21900000,202.72000000000003,34.48,0.0,25.05344,121.28527
19389,桃園市,蘆竹區,大興八街９號十四樓之１,房地(土地+建物)+車位,商,2016-03-18,True,住宅大樓(11層含以上有電梯),1,4,2,True,True,1,1,1,坡道平面,60220,1250000,11500000,111.44999999999999,21.1,24.49,25.01758,121.25769
19392,桃園市,八德區,金和路３８號十九樓,房地(土地+建物)+車位,商,2016-04-12,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,77994,1400000,16530000,135.25,16.19,19.99,24.95577,121.29728
19393,桃園市,八德區,金和路２２號二樓,房地(土地+建物)+車位,商,2016-04-12,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,75645,1200000,14630000,121.42999999999999,15.49,16.84,24.95547,121.29746
19396,桃園市,八德區,廣興一路１號六樓之５,房地(土地+建物)+車位,商,2014-01-20,True,住宅大樓(11層含以上有電梯),2,2,2,True,True,1,1,1,坡道平面,48662,0,7400000,88.72,16.78,21.5,24.93121,121.28428
19398,桃園市,八德區,廣興二路81號二樓,房地(土地+建物)+車位,住,2015-08-04,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,53680,0,9350000,97.85000000000001,33.91,0.0,24.93279,121.2796
19399,桃園市,八德區,中華路３０６號十樓之５,房地(土地+建物)+車位,住,1996-08-03,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,48592,0,4160000,57.87,7.61,0.0,24.98141,121.27557
19402,桃園市,八德區,長興路８３號十一樓,房地(土地+建物)+車位,商,2015-12-17,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,54576,1300000,11640000,129.18,30.73,38.47,24.93069,121.28069
19407,桃園市,平鎮區,富貴街３５號十三樓,房地(土地+建物)+車位,商,2013-12-01,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,50166,0,8600000,100.49,17.21,0.0,24.94463,121.21358
19411,桃園市,平鎮區,新華路７２巷１８之１號八樓,房地(土地+建物)+車位,住,1996-03-16,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,2,1,1,坡道平面,29402,0,3600000,65.57,14.24,0.0,24.91457,121.25005
19413,桃園市,平鎮區,高雙路9號5樓,房地(土地+建物)+車位,住,2018-10-23,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,51404,1450000,6190000,61.309999999999995,17.13,42.36,24.95333,121.18879
19415,桃園市,平鎮區,中豐路山頂段21號十二樓,房地(土地+建物)+車位,住,2014-10-02,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,49685,0,9700000,109.04999999999998,30.89,0.0,24.9034,121.21204
19425,桃園市,平鎮區,環南路二段234號十三樓,房地(土地+建物)+車位,住,1993-07-08,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,32450,0,4800000,120.8,16.71,0.0,24.94027,121.21325
19426,桃園市,龜山區,長峰路１００號八樓,房地(土地+建物)+車位,住,2012-12-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,48513,0,9250000,107.31,21.37,35.83,25.00306,121.34198
19430,桃園市,中壢區,榮安五街１５９號,房地(土地+建物)+車位,住,1999-11-30,True,透天厝,2,5,3,True,True,1,1,1,其他,50396,0,11400000,210.14000000000001,73.56,0.0,24.96355,121.25998
19435,桃園市,桃園區,中埔六街７６號１４樓,房地(土地+建物)+車位,住,2001-08-03,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,74869,1300000,10320000,89.16,13.27,0.0,25.01754,121.29659
19436,桃園市,桃園區,民生路６７１號８樓,房地(土地+建物)+車位,住,1997-09-25,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,55135,1200000,6950000,73.17,16.73,21.43,25.00768,121.30799
19437,桃園市,桃園區,大有路368號,房地(土地+建物)+車位,住,2014-04-03,True,店面(店鋪),0,0,0,False,True,2,1,4,坡道平面,186012,4000000,53680000,182.14,47.38,119.96,25.01077,121.31955
19440,桃園市,桃園區,新埔六街101號五樓,房地(土地+建物)+車位,商,2010-04-22,True,辦公商業大樓,0,0,0,False,True,1,1,1,坡道平面,84211,0,30300000,234.1,29.26,24.98,25.01427,121.30239
19441,桃園市,桃園區,中正路875號十二樓,房地(土地+建物)+車位,住,2013-01-28,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,4,1,1,坡道平面,88372,0,20900000,146.76999999999998,18.44,25.27,25.01097,121.30081
19442,桃園市,桃園區,正光路302號5樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,2,2,True,True,1,1,1,坡道平面,89093,1600000,14800000,98.39,23.94,23.05,24.99858,121.29531
19443,桃園市,桃園區,館後一街56號十三樓,房地(土地+建物)+車位,住,2013-08-01,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,68746,0,8000000,61.64,15.19,25.93,24.99434,121.29767
19444,桃園市,蘆竹區,南昌路１４號８樓,房地(土地+建物)+車位,住,1995-02-23,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,48702,1200000,7300000,87.36,19.74,0.0,25.04222,121.28731
19445,桃園市,蘆竹區,忠孝西路６６號４樓之１,房地(土地+建物)+車位,住,2003-07-11,True,華廈(10層含以下有電梯),2,3,2,True,True,2,1,1,坡道平面,70615,1200000,9450000,86.30000000000001,19.59,46.91,25.04201,121.29044
19446,桃園市,八德區,豐田三路９５號１２樓,房地(土地+建物)+車位,住,2015-12-03,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,54463,1250000,8200000,89.13000000000001,27.55,33.75,24.92816,121.28634
19448,桃園市,八德區,和平路３１３號,房地(土地+建物)+車位,住,2008-01-23,True,透天厝,4,4,4,True,True,2,1,1,其他,56447,0,21500000,352.90999999999997,96.76,0.0,24.95785,121.30734
19449,桃園市,八德區,茄苳路７９號４樓之２,房地(土地+建物)+車位,住,2009-01-16,True,華廈(10層含以下有電梯),2,4,2,True,True,1,1,1,坡道平面,50184,1200000,9380000,112.22999999999999,31.69,20.24,24.98565,121.2814
19450,桃園市,龜山區,文化二路１８５巷２０號,房地(土地+建物)+車位,住,2019-07-31,True,透天厝,3,3,4,True,True,1,1,3,坡道平面,102133,5250000,36800000,207.79,113.24,106.32,25.05226,121.37229
19451,桃園市,龜山區,復興三路７９號,房地(土地+建物)+車位,住,2019-07-31,True,店面(店鋪),0,0,0,False,True,1,1,1,坡道平面,193540,1750000,38000000,125.99000000000001,58.2,35.44,25.05217,121.37283
19453,桃園市,蘆竹區,竹中街７９號１１樓,房地(土地+建物)+車位,住,2012-08-31,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,62823,3000000,10650000,85.85000000000001,25.67,73.04,25.02131,121.26467
19454,桃園市,蘆竹區,五福路１０６巷２０號１０樓,房地(土地+建物)+車位,住,2004-04-30,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,1,坡道平面,86504,1200000,12180000,99.72999999999999,33.78,36.31,25.04994,121.29509
19456,桃園市,八德區,高城六街５３號９樓,房地(土地+建物)+車位,商,2006-03-29,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,45327,1100000,6450000,82.67,14.51,0.0,24.9787,121.27404
19457,桃園市,桃園區,孝一街7號11樓,房地(土地+建物)+車位,住,2008-07-15,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,68306,0,9000000,78.73,17.63,21.91,24.99556,121.30222
19458,桃園市,桃園區,民生路495之2號,房地(土地+建物)+車位,住,2014-10-01,True,店面(店鋪),0,0,0,False,True,1,1,1,坡道平面,127667,1500000,17000000,85.16,24.22,36.55,25.00292,121.30931
19459,桃園市,桃園區,中正路885號二十七樓,房地(土地+建物)+車位,住,2013-01-28,True,住宅大樓(11層含以上有電梯),2,4,3,True,True,4,1,1,坡道平面,93222,0,23380000,156.69,19.66,25.26,25.01119,121.30069
19460,桃園市,中壢區,自強一路４２之１７號七樓,房地(土地+建物)+車位,住,2004-09-15,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,1,坡道平面,50993,0,6880000,82.01,14.45,26.49,24.97574,121.24456
19463,桃園市,桃園區,民有五街８４號５樓,房地(土地+建物)+車位,住,2000-11-28,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,66471,1300000,11280000,114.59,19.45,33.03,25.00741,121.3186
19470,桃園市,中壢區,自強一路４２之１０號６樓,房地(土地+建物)+車位,住,2004-09-15,True,華廈(10層含以下有電梯),2,4,2,True,True,1,1,1,坡道平面,48105,1100000,7730000,102.25,17.72,0.0,24.97115,121.24469
19472,桃園市,龜山區,光?路216號四樓,房地(土地+建物)+車位,住,2009-10-05,True,住宅大樓(11層含以上有電梯),2,1,1,True,True,2,1,1,坡道機械,42635,0,4900000,57.699999999999996,11.79,0.0,25.00415,121.34283
19473,桃園市,龜山區,中興路63號十三樓,房地(土地+建物)+車位,住,2009-09-24,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,53851,0,6300000,66.38,16.56,0.0,24.99435,121.33866
19474,桃園市,龜山區,文化三路３２９號十五樓,房地(土地+建物)+車位,商,2016-07-28,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,107822,1900000,11080000,57.830000000000005,8.72,22.56,25.05582,121.36573
19475,桃園市,龜山區,文化二路１８５巷２２號八樓之３,房地(土地+建物)+車位,住,2019-07-31,True,華廈(10層含以下有電梯),2,1,1,True,True,1,1,1,坡道平面,80619,1750000,6700000,41.290000000000006,27.67,35.44,25.05228,121.37231
19484,桃園市,平鎮區,廣泰路２２２之１號二樓,房地(土地+建物)+車位,住,2018-09-18,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,63247,1150000,7500000,70.38,19.74,30.6,24.94765,121.20573
19489,桃園市,平鎮區,中庸路２１０號七樓,房地(土地+建物)+車位,住,2018-09-28,False,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,50269,1350000,8350000,97.83000000000001,21.64,27.07,24.91348,121.2052
19493,桃園市,八德區,大興路１０２號二十樓,房地(土地+建物)+車位,住,2015-06-09,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,67449,2600000,15470000,137.77,35.64,75.12,24.95291,121.30533
19495,桃園市,八德區,建德路７２號六樓,房地(土地+建物)+車位,住,2019-07-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,57411,1250000,7800000,76.94,26.39,39.8,24.92539,121.2816
19496,桃園市,大園區,和平西路１１２號二樓之２,房地(土地+建物)+車位,住,2018-09-03,True,住宅大樓(11層含以上有電梯),2,2,2,True,True,1,1,1,坡道平面,49881,1000000,6880000,80.16999999999999,25.35,30.24,25.05759,121.19706
19502,桃園市,蘆竹區,南山路一段135號,房地(土地+建物)+車位,工,2015-07-13,True,住宅大樓(11層含以上有電梯),2,3,3,True,True,1,1,2,坡道平面,66130,0,23000000,186.8,33.91,68.0,25.05545,121.28961
19503,桃園市,蘆竹區,營盤里19鄰長興路一段42-3號,房地(土地+建物)+車位,住,2018-01-23,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,76717,0,8600000,55.98,16.8,31.11,25.04634,121.29443
19504,桃園市,大園區,公園路一段３７號１７樓,房地(土地+建物)+車位,住,2017-06-15,True,住宅大樓(11層含以上有電梯),2,4,3,True,True,1,1,2,坡道平面,97024,2900000,23800000,147.42000000000002,39.77,61.15,25.00429,121.21092
19505,桃園市,蘆竹區,中山路２２２號四樓,房地(土地+建物)+車位,住,2011-05-11,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,2,坡道平面,61283,0,13880000,134.36,42.35,46.44,25.05799,121.29712
19506,桃園市,大園區,大成路二段１２１號四樓之２,房地(土地+建物)+車位,住,2018-03-01,True,華廈(10層含以下有電梯),1,1,1,True,True,1,1,1,坡道平面,90145,1350000,6500000,35.06,13.59,34.02,25.07556,121.17314
19509,桃園市,大園區,南和路１８５之１號三樓,房地(土地+建物)+車位,住,2008-01-25,True,華廈(10層含以下有電梯),1,3,2,True,True,1,1,1,坡道平面,36995,0,6500000,94.87,35.23,0.0,25.04619,121.1715
19513,桃園市,蘆竹區,大興八街13號七樓之5,房地(土地+建物)+車位,商,2016-03-18,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,51634,0,9320000,99.48,18.97,26.74,25.01757,121.25805
19514,桃園市,蘆竹區,南竹路一段55號13樓,房地(土地+建物)+車位,商,2001-10-03,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,72176,0,10900000,98.77999999999999,13.34,0.0,25.04668,121.29083
19519,桃園市,楊梅區,青山五街１０巷９號１０樓之１,房地(土地+建物)+車位,住,1995-11-07,True,住宅大樓(11層含以上有電梯),1,3,2,True,True,1,1,1,坡道平面,29008,0,4880000,105.22,25.05,0.0,24.9228,121.17744
19522,桃園市,楊梅區,梅獅路二段２４９巷３號七樓,房地(土地+建物)+車位,住,1993-12-06,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,1,坡道平面,24295,0,3600000,96.29,29.21,0.0,24.90573,121.17818
19523,桃園市,楊梅區,金山街２７５巷３６號十三樓,房地(土地+建物)+車位,住,2016-09-01,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,3,1,1,坡道平面,38927,0,5150000,67.23,17.87,36.38,24.91187,121.16139
19532,桃園市,大溪區,仁德十街７０號,房地(土地+建物)+車位,住,2018-03-01,True,透天厝,3,4,4,True,True,1,1,1,一樓平面,76007,0,18000000,236.82000000000002,78.46,0.0,24.91224,121.28424
19537,桃園市,中壢區,環西路二段２２６巷３號七樓之９,房地(土地+建物)+車位,住,2009-07-03,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,65845,0,8010000,77.03999999999999,10.47,0.0,24.96427,121.21165
19538,桃園市,中壢區,環中東路２０６巷８號十樓,房地(土地+建物)+車位,住,2004-05-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,56601,0,8300000,91.97,14.04,0.0,24.96353,121.25669
19543,桃園市,中壢區,榮安十五街30號之5及28號地下層,房地(土地+建物)+車位,住,1996-01-18,True,住宅大樓(11層含以上有電梯),2,3,2,True,False,1,2,1,坡道平面,44441,0,6000000,89.27000000000001,18.56,0.0,24.96127,121.25844
19544,桃園市,桃園區,正光路326號18樓,房地(土地+建物)+車位,住,2019-08-14,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,2,2,坡道平面,102202,3000000,23050000,129.37,32.57,46.1,24.99871,121.29528
19545,桃園市,中壢區,成章二街４６８號三樓,房地(土地+建物)+車位,住,2004-07-01,True,華廈(10層含以下有電梯),2,4,2,True,True,1,1,1,坡道平面,50825,0,8500000,101.50999999999999,25.04,30.33,24.98045,121.25439
19547,桃園市,中壢區,青商路３５９號十樓,房地(土地+建物)+車位,商,2015-03-12,True,住宅大樓(11層含以上有電梯),2,2,2,True,True,1,1,1,坡道平面,70277,0,9500000,79.46000000000001,14.0,0.0,25.01085,121.22205
19549,桃園市,中壢區,松勇路３９號三樓之３,房地(土地+建物)+車位,商,2018-11-30,True,住宅大樓(11層含以上有電梯),2,2,2,True,True,1,1,1,坡道平面,56321,900000,7730000,81.72,17.84,43.63,24.95931,121.16658
19551,桃園市,中壢區,榮安一街４２３號八樓,房地(土地+建物)+車位,住,2003-03-11,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,33017,0,5600000,96.95,30.13,0.0,24.96506,121.2547
19553,桃園市,桃園區,中埔六街１９０巷８號八樓,房地(土地+建物)+車位,住,1994-06-16,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,1,坡道平面,63102,0,7860000,81.22,22.12,0.0,25.01891,121.29528
19554,桃園市,桃園區,文中三路32號6樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,75982,1600000,7190000,50.300000000000004,11.95,26.57,24.99616,121.29421
19555,桃園市,桃園區,文中三路36號8樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,1,1,1,坡道平面,78429,1600000,7370000,50.300000000000004,11.95,26.57,24.99618,121.2941
19556,桃園市,桃園區,文中三路18號9樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,78451,1550000,10000000,73.58,17.24,25.41,24.9961,121.29468
19557,桃園市,桃園區,文中三路70號10樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,3,1,True,True,1,1,1,坡道平面,72922,1800000,9300000,70.27,16.48,26.57,24.99378,121.27735
19558,桃園市,桃園區,文中三路72號6樓,房地(土地+建物)+車位,住,2019-10-15,True,住宅大樓(11層含以上有電梯),2,1,1,True,True,1,1,1,坡道平面,70883,1600000,6150000,43.83,10.48,26.57,24.99378,121.27735
